Log file open, 01/18/25 15:25:39
[2025.01.18-20.30.06:116][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Light01.uasset"
[2025.01.18-20.30.06:124][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01_Cue.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Light01_Cue.uasset"
[2025.01.18-20.30.06:132][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Light02.uasset"
[2025.01.18-20.30.06:140][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02_Cue.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Light02_Cue.uasset"
[2025.01.18-20.30.06:148][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Smoke01.uasset"
[2025.01.18-20.30.06:156][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01_Cue.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Smoke01_Cue.uasset"
[2025.01.18-20.30.06:163][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Background_Cue.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Starter_Background_Cue.uasset"
[2025.01.18-20.30.06:176][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Birds01.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Starter_Birds01.uasset"
[2025.01.18-20.30.06:196][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music01.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Starter_Music01.uasset"
[2025.01.18-20.30.06:203][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music_Cue.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Starter_Music_Cue.uasset"
[2025.01.18-20.30.06:215][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind05.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Starter_Wind05.uasset"
[2025.01.18-20.30.06:227][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind06.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Starter_Wind06.uasset"
[2025.01.18-20.30.06:237][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Steam01.uasset"
[2025.01.18-20.30.06:244][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01_Cue.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Audio/Steam01_Cue.uasset"
[2025.01.18-20.30.06:252][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset"
[2025.01.18-20.30.06:261][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset"
[2025.01.18-20.30.06:269][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset"
[2025.01.18-20.30.06:276][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset"
[2025.01.18-20.30.06:285][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset"
[2025.01.18-20.30.06:294][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset"
[2025.01.18-20.30.06:305][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset"
[2025.01.18-20.30.06:316][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/BP_LightStudio.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Blueprints/BP_LightStudio.uasset"
[2025.01.18-20.30.06:412][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset"
[2025.01.18-20.30.06:421][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting.umap" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Maps/Advanced_Lighting.umap"
[2025.01.18-20.30.06:432][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset"
[2025.01.18-20.30.06:441][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default.umap" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Maps/Minimal_Default.umap"
[2025.01.18-20.30.06:453][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset"
[2025.01.18-20.30.06:462][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap.umap" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Maps/StarterMap.umap"
[2025.01.18-20.30.06:494][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap_BuiltData.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Maps/StarterMap_BuiltData.uasset"
[2025.01.18-20.30.06:503][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Ambient_Dust.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Particles/P_Ambient_Dust.uasset"
[2025.01.18-20.30.06:513][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Explosion.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Particles/P_Explosion.uasset"
[2025.01.18-20.30.06:522][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Fire.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Particles/P_Fire.uasset"
[2025.01.18-20.30.06:530][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Smoke.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Particles/P_Smoke.uasset"
[2025.01.18-20.30.06:539][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Sparks.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Particles/P_Sparks.uasset"
[2025.01.18-20.30.06:548][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Steam_Lit.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Particles/P_Steam_Lit.uasset"
[2025.01.18-20.30.06:557][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cone.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Cone.uasset"
[2025.01.18-20.30.06:565][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cube.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Cube.uasset"
[2025.01.18-20.30.06:574][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cylinder.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Cylinder.uasset"
[2025.01.18-20.30.06:582][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset"
[2025.01.18-20.30.06:591][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Pipe.uasset"
[2025.01.18-20.30.06:598][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_180.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Pipe_180.uasset"
[2025.01.18-20.30.06:606][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_90.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Pipe_90.uasset"
[2025.01.18-20.30.06:614][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Plane.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Plane.uasset"
[2025.01.18-20.30.06:622][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset"
[2025.01.18-20.30.06:630][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Sphere.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Sphere.uasset"
[2025.01.18-20.30.06:639][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Torus.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Torus.uasset"
[2025.01.18-20.30.06:646][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Trim.uasset"
[2025.01.18-20.30.06:654][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset"
[2025.01.18-20.30.06:661][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset"
[2025.01.18-20.30.06:669][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_TriPyramid.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_TriPyramid.uasset"
[2025.01.18-20.30.06:677][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Tube.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Tube.uasset"
[2025.01.18-20.30.06:684][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_A.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Wedge_A.uasset"
[2025.01.18-20.30.06:692][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_B.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_Wedge_B.uasset"
[2025.01.18-20.30.06:698][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_WideCapsule.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Shapes/Shape_WideCapsule.uasset"
[2025.01.18-20.30.06:706][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/MaterialSphere.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/MaterialSphere.uasset"
[2025.01.18-20.30.06:713][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Bush.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_Bush.uasset"
[2025.01.18-20.30.06:720][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Chair.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_Chair.uasset"
[2025.01.18-20.30.06:727][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_CornerFrame.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_CornerFrame.uasset"
[2025.01.18-20.30.06:734][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Couch.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_Couch.uasset"
[2025.01.18-20.30.06:741][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Door.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_Door.uasset"
[2025.01.18-20.30.06:748][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_DoorFrame.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_DoorFrame.uasset"
[2025.01.18-20.30.06:755][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_GlassWindow.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_GlassWindow.uasset"
[2025.01.18-20.30.06:762][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset"
[2025.01.18-20.30.06:769][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Wall.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_Lamp_Wall.uasset"
[2025.01.18-20.30.06:777][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_PillarFrame.uasset"
[2025.01.18-20.30.06:784][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame300.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_PillarFrame300.uasset"
[2025.01.18-20.30.06:792][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Rock.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_Rock.uasset"
[2025.01.18-20.30.06:799][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Shelf.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_Shelf.uasset"
[2025.01.18-20.30.06:807][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Stairs.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_Stairs.uasset"
[2025.01.18-20.30.06:813][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Statue.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_Statue.uasset"
[2025.01.18-20.30.06:821][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_TableRound.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_TableRound.uasset"
[2025.01.18-20.30.06:829][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_WindowFrame.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Props/SM_WindowFrame.uasset"
[2025.01.18-20.30.06:836][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_AssetPlatform.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_AssetPlatform.uasset"
[2025.01.18-20.30.06:843][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Floor.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Basic_Floor.uasset"
[2025.01.18-20.30.06:851][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Wall.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Basic_Wall.uasset"
[2025.01.18-20.30.06:860][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset"
[2025.01.18-20.30.06:869][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_New.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Brick_Clay_New.uasset"
[2025.01.18-20.30.06:877][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset"
[2025.01.18-20.30.06:885][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset"
[2025.01.18-20.30.06:893][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset"
[2025.01.18-20.30.06:901][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset"
[2025.01.18-20.30.06:909][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset"
[2025.01.18-20.30.06:918][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset"
[2025.01.18-20.30.06:926][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset"
[2025.01.18-20.30.06:934][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset"
[2025.01.18-20.30.06:942][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Grime.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Concrete_Grime.uasset"
[2025.01.18-20.30.06:950][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Panels.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Concrete_Panels.uasset"
[2025.01.18-20.30.06:959][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Poured.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Concrete_Poured.uasset"
[2025.01.18-20.30.06:967][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Tiles.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Concrete_Tiles.uasset"
[2025.01.18-20.30.06:976][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Glass.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Glass.uasset"
[2025.01.18-20.30.06:985][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Grass.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Ground_Grass.uasset"
[2025.01.18-20.30.06:992][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Gravel.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Ground_Gravel.uasset"
[2025.01.18-20.30.07:001][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Moss.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Ground_Moss.uasset"
[2025.01.18-20.30.07:011][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset"
[2025.01.18-20.30.07:019][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset"
[2025.01.18-20.30.07:026][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Chrome.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Metal_Chrome.uasset"
[2025.01.18-20.30.07:033][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Copper.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Metal_Copper.uasset"
[2025.01.18-20.30.07:041][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Gold.uasset" to "../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Content/StarterContent/Materials/M_Metal_Gold.uasset"
